iter1,iter2,iter3,iter4,iter5,iter6,iter7,iter8,iter9,iter10,iter11
22,21,25,18,22,17,19,18,25,18,22
20,22,15,17,22,19,21,21,23,21,16
19,22,21,18,22,19,20,21,18,20,19
19,23,20,17,21,20,20,18,19,22,19
23,20,17,14,23,18,24,20,22,18,21
19,19,22,17,22,23,17,20,25,23,19
21,21,20,15,17,21,16,23,24,18,21
21,22,20,19,16,25,21,23,24,21,20
23,19,23,16,21,19,22,18,19,20,21
21,18,22,17,18,22,18,22,22,23,21
22,23,19,14,17,22,22,18,19,20,15
21,21,23,18,20,20,18,17,25,19,19
21,18,20,18,20,20,19,21,25,20,18
21,20,22,18,21,23,22,22,22,20,20
21,22,19,16,22,19,20,20,23,20,19
23,20,22,16,20,19,21,20,21,18,18
20,21,19,19,19,24,22,21,20,22,20
21,20,15,18,20,20,21,19,22,21,19
23,20,20,16,21,21,19,20,19,21,20
25,19,21,16,21,22,21,22,22,19,19
23,19,23,13,20,20,19,19,18,19,23
23,21,19,17,18,20,20,16,23,21,20
22,23,22,16,24,24,22,23,24,20,25
21,15,25,17,16,23,21,18,24,18,18
26,20,20,19,16,20,24,23,22,21,17
21,19,23,14,18,21,20,23,25,22,19
25,20,20,17,22,19,19,17,21,22,20
23,20,18,19,22,21,17,19,21,22,15
20,25,19,16,20,20,22,19,22,18,18
20,19,18,17,24,19,22,19,22,24,15
21,23,21,16,19,21,21,16,20,19,19
24,18,17,17,21,22,19,22,25,23,17
22,25,19,14,19,20,17,17,23,20,17
23,24,22,20,24,23,22,19,22,17,17
24,18,19,17,21,20,22,14,21,21,20
25,16,20,18,21,23,18,19,23,20,18
23,22,19,17,22,17,19,24,23,17,22
22,21,23,15,19,20,22,24,19,18,18
23,20,22,19,21,19,19,20,23,23,21
22,21,20,15,20,21,19,20,24,17,21
22,21,20,17,20,18,20,20,21,18,18
23,23,20,18,15,24,21,19,24,24,19
24,20,24,16,18,21,22,18,25,19,20
20,19,22,16,17,23,21,21,23,22,21
23,18,21,16,20,18,21,17,21,20,20
23,22,16,18,25,24,17,16,22,19,22
20,23,18,17,22,19,19,18,24,17,18
21,18,20,20,19,18,19,21,20,22,19
23,24,21,17,24,19,20,17,26,21,16
21,21,21,18,16,20,18,18,23,21,18
24,21,21,18,16,20,21,22,22,18,21
20,20,21,16,21,18,19,17,24,20,22
24,19,23,16,18,21,22,18,24,20,18
21,21,21,18,19,25,24,15,22,19,19
20,18,18,19,19,23,17,21,21,21,21
23,25,22,17,19,20,17,21,21,16,17
21,18,22,18,19,22,16,17,18,19,17
22,21,24,18,19,20,21,20,24,22,18
21,18,22,15,21,17,17,20,23,18,21
24,23,18,16,19,22,21,19,22,19,19
23,24,21,16,23,19,22,20,23,22,20
23,21,18,15,20,21,19,21,20,20,22
18,21,20,15,22,18,20,21,19,22,21
24,24,19,16,21,23,23,20,19,21,17
22,20,18,15,20,21,20,19,24,22,19
22,23,19,17,20,22,18,20,24,20,22
22,22,23,15,20,21,22,19,19,21,18
21,21,19,13,19,20,20,21,22,20,18
23,19,24,16,18,17,20,20,24,21,22
21,21,23,17,21,19,21,16,24,23,20
22,18,23,18,20,20,20,20,23,23,18
21,21,19,18,18,20,16,21,23,23,18
21,23,21,21,17,23,19,19,22,19,16
21,21,17,18,22,21,15,21,23,23,21
20,21,20,13,21,17,22,22,20,21,21
19,21,20,18,21,22,19,18,20,20,21
23,21,19,19,20,20,17,22,24,24,21
23,19,18,18,24,23,20,23,24,24,22
21,22,20,17,21,18,23,19,19,19,19
23,23,20,18,18,20,18,21,23,20,18
20,21,19,17,17,17,23,21,23,17,20
24,18,22,15,19,21,18,18,23,24,16
21,19,22,17,20,16,19,17,24,19,19
23,20,22,15,22,20,22,23,21,24,18
21,20,19,17,21,23,17,19,23,21,21
23,22,21,18,21,17,20,17,22,21,15
20,20,20,17,19,19,20,21,24,22,21
20,23,28,18,20,23,21,20,21,20,24
24,18,24,18,16,20,17,20,23,21,19
24,20,22,17,18,20,22,22,19,21,19
25,20,22,19,19,19,22,18,22,21,21
21,22,20,18,20,22,21,19,16,20,22
23,18,19,16,21,21,19,20,21,17,18
23,16,22,15,15,21,17,19,23,20,19
21,20,21,16,20,20,19,17,21,22,21
21,21,19,18,21,22,20,17,23,20,21
23,20,21,14,23,19,22,20,24,20,20
23,17,22,18,20,22,19,18,24,22,18
26,20,17,15,17,24,20,20,24,21,19
20,18,21,16,18,22,20,20,23,22,21
19,21,19,17,18,21,21,21,24,20,22
23,18,16,15,21,22,21,22,20,19,20
23,16,23,17,22,22,22,19,22,18,20
23,18,22,19,17,25,21,20,25,23,21
20,20,22,18,20,21,22,20,24,22,17
22,20,24,19,17,22,20,20,25,23,20
21,23,23,14,20,21,17,18,27,21,19
21,19,20,17,22,20,20,19,22,19,19
24,19,19,15,20,24,19,17,24,20,17
22,20,20,18,23,21,20,15,21,21,19
22,21,19,19,19,21,22,20,21,17,18
26,19,22,18,17,22,21,19,24,16,18
18,22,21,16,23,23,24,19,20,22,21
25,19,20,19,18,21,23,23,25,21,18
25,19,21,22,18,18,22,23,20,21,21
24,24,20,14,19,21,22,21,23,16,18
25,19,22,21,21,24,22,17,19,20,19
21,17,17,15,17,21,20,17,19,20,16
22,20,21,15,21,18,21,20,22,19,19
26,16,27,15,21,21,23,21,25,19,20
22,22,21,18,18,24,18,16,28,21,19
27,24,21,18,21,19,19,15,26,19,21
19,20,22,17,21,23,22,18,24,21,23
24,23,23,17,23,18,23,20,24,21,17
24,23,20,18,21,20,21,18,23,19,21
23,18,18,19,21,22,21,18,23,18,17
22,19,22,16,21,20,19,18,23,19,19
24,16,21,17,18,20,20,19,22,22,17
21,22,21,16,20,20,21,21,19,24,23
23,20,20,17,20,22,20,18,23,23,19
25,20,18,18,20,20,22,15,25,23,20
21,20,22,18,20,18,19,21,18,22,19
22,19,19,18,20,21,19,18,23,21,18
19,20,20,18,19,20,20,18,21,22,23
23,16,20,17,20,20,19,18,24,18,16
25,16,17,18,20,23,19,21,22,19,20
21,17,22,15,19,18,18,19,20,24,18
26,24,21,18,20,22,21,22,19,22,17
22,19,21,16,24,21,24,17,23,21,20
21,18,22,18,18,22,21,18,21,23,18
27,17,26,17,17,24,21,19,26,17,20
22,20,20,17,18,17,21,18,25,20,24
20,21,21,17,19,19,22,21,25,23,18
21,22,20,17,16,19,21,22,22,22,19
21,22,16,14,19,21,21,21,21,22,18
23,21,23,20,22,19,18,18,23,20,20
22,18,18,17,22,16,21,18,21,19,22
24,21,20,15,21,24,20,22,20,21,15
24,21,22,18,16,20,23,20,22,20,18
24,22,20,16,20,20,23,19,26,19,19
24,23,23,19,20,22,18,20,25,21,18
23,23,18,17,18,20,20,19,25,19,17
23,17,18,17,17,20,21,22,25,22,21
21,22,19,16,18,20,19,18,21,23,21
23,18,21,20,20,22,20,20,24,22,20
19,16,25,17,20,23,21,21,22,20,20
22,20,20,15,16,22,22,22,22,24,20
21,18,21,20,19,24,22,21,16,23,21
23,19,21,17,17,20,18,21,26,18,21
24,18,21,18,17,18,22,21,25,22,23
21,19,23,16,17,21,20,17,25,24,17
21,19,21,16,20,22,19,18,24,19,22
23,19,21,17,21,22,18,21,21,19,20
24,24,19,16,20,22,17,20,21,19,19
24,20,24,19,23,21,18,19,21,23,18
25,21,23,19,16,20,23,24,23,21,20
22,23,19,17,23,22,22,21,22,20,18
23,18,20,15,20,18,18,15,21,20,17
23,16,24,18,19,22,19,23,22,25,17
20,23,19,17,21,22,19,19,21,22,19
22,20,21,16,22,22,18,17,24,19,20
18,18,19,16,21,20,23,22,23,23,18
25,19,20,15,18,22,20,20,24,21,21
22,20,19,16,21,21,18,22,22,23,21
24,18,18,18,21,24,20,17,24,21,20
24,24,20,18,21,20,22,22,23,17,19
25,23,22,18,20,23,22,21,22,19,17
23,18,20,18,18,20,22,20,20,15,17
21,19,22,18,23,22,21,18,23,21,21
22,23,21,18,23,24,20,19,23,20,21
24,17,20,16,21,23,20,19,22,22,20
22,23,23,14,20,24,20,17,22,17,18
21,21,22,15,19,23,19,19,20,21,20
21,21,21,17,18,22,21,21,26,20,19
26,20,22,16,20,22,20,19,21,24,17
25,22,21,17,18,18,18,22,22,22,21
19,19,22,21,17,21,24,22,22,18,23
22,20,22,15,22,21,22,20,25,22,19
21,18,19,17,20,22,21,20,25,20,20
24,21,20,18,21,23,16,24,20,23,20
23,21,20,17,20,21,21,23,24,21,18
23,22,17,14,19,18,20,19,24,19,19
24,21,22,15,21,21,22,18,21,17,18
21,23,19,17,24,20,17,19,21,22,19
23,24,25,18,19,18,21,19,26,22,20
18,17,23,13,18,16,22,18,20,16,16
21,19,21,17,22,23,21,23,24,20,20
26,22,19,20,21,21,19,23,22,19,23
20,21,17,16,19,24,20,20,22,24,19
20,22,21,19,18,24,21,19,24,20,20
23,24,21,17,19,19,21,22,21,20,19
23,20,18,17,18,19,18,22,26,23,19
23,21,18,19,21,19,21,20,21,21,19
24,21,21,14,22,19,20,15,23,22,24
23,25,19,15,20,20,22,22,19,25,21
18,17,24,15,19,23,22,20,21,18,24
24,22,17,15,19,17,22,22,22,20,23
22,18,16,12,21,23,21,21,22,21,19
23,23,17,18,24,21,19,19,28,20,20
23,23,20,20,20,20,18,20,21,20,20
24,24,21,18,19,21,20,21,22,18,19
18,21,22,19,21,19,20,18,24,23,21
22,24,20,20,19,26,23,18,20,20,18
22,19,20,17,21,21,19,23,22,20,21
21,20,20,17,17,20,22,17,23,20,16
23,22,22,16,22,16,21,22,22,21,21
24,16,24,18,21,18,19,18,22,22,19
20,14,23,17,17,19,21,23,21,22,21
22,21,22,15,17,21,20,20,23,22,17
20,17,20,13,18,21,21,20,22,25,19
20,21,24,17,19,20,20,19,23,22,23
24,17,21,15,18,21,19,19,23,20,20
23,18,21,19,20,17,16,19,22,23,19
22,20,23,17,24,19,19,22,23,21,19
23,23,22,16,19,21,22,20,23,22,17
21,21,22,16,19,22,21,20,20,17,20
25,22,19,16,18,19,18,16,24,21,21
24,20,19,20,16,22,24,22,22,22,20
23,15,17,17,18,21,19,22,20,22,17
19,23,20,18,18,18,22,21,22,17,19
23,21,25,16,20,18,18,15,26,21,21
19,22,20,15,17,23,22,23,21,21,18
23,21,18,20,22,19,20,20,23,19,16
20,22,22,16,19,23,23,19,21,19,18
22,19,25,17,22,23,20,19,21,21,22
25,21,22,15,24,20,19,21,22,21,19
22,18,18,17,20,21,21,24,24,20,19
25,21,20,17,21,23,19,20,22,19,20
20,22,21,15,23,23,21,19,21,21,19
23,21,23,19,19,23,21,20,22,18,17
21,18,18,19,19,23,21,21,25,19,16
24,20,20,20,23,21,21,20,25,23,20
25,22,17,14,17,16,21,21,24,20,21
22,19,19,18,23,19,22,23,23,22,23
26,23,16,15,21,19,23,20,20,18,19
24,21,19,16,20,19,21,20,20,21,20
24,23,20,17,17,19,22,22,24,18,19
23,19,18,17,23,21,21,18,22,19,17
21,19,23,18,16,25,20,17,20,21,19
18,23,22,17,22,21,20,22,25,25,20
24,23,19,18,17,22,20,20,23,21,22
26,22,16,18,23,23,24,19,22,23,16
22,20,20,21,18,23,22,19,21,19,19
23,21,23,19,21,18,20,16,24,21,20
22,20,20,19,20,17,21,19,23,18,17
22,16,21,16,21,22,22,18,22,23,16
22,18,21,17,23,21,17,19,22,23,18
20,24,20,17,19,21,19,20,21,21,24
22,22,21,15,20,21,20,16,25,16,20
19,19,19,19,23,25,20,19,25,21,23
21,20,20,19,23,19,18,18,20,20,17
22,20,21,17,18,23,20,22,17,17,17
20,25,20,17,18,20,17,17,27,17,16
24,21,15,14,18,22,23,24,19,23,21
21,22,21,16,21,20,21,20,25,23,16
21,21,20,18,20,23,18,23,22,21,19
22,20,24,18,19,18,20,18,22,22,16
23,22,24,17,17,20,18,21,22,23,19
23,23,19,19,20,22,20,19,19,21,20
20,17,19,15,20,21,19,19,19,22,23
25,25,20,18,19,17,19,21,25,21,19
23,21,19,17,19,22,21,15,21,21,16
22,19,23,19,17,21,21,19,26,22,18
22,15,23,19,20,18,21,21,23,21,20
23,20,20,14,20,20,22,18,25,23,20
21,18,15,15,21,20,20,19,23,23,21
19,19,21,16,17,18,18,22,21,19,20
21,21,21,19,19,18,21,21,22,20,17
25,18,20,15,18,18,23,18,17,19,18
23,25,22,17,20,21,19,20,22,24,19
20,16,20,15,19,15,20,20,20,22,17
20,24,19,19,18,19,23,20,24,20,21
24,20,21,20,18,19,23,20,20,23,20
19,21,19,19,24,15,22,21,22,17,22
24,17,22,14,21,21,18,18,23,19,17
26,18,23,17,20,21,22,20,25,20,19
22,20,18,18,21,20,21,19,20,20,17
21,21,20,16,19,18,21,21,24,18,18
22,21,19,20,20,20,22,20,22,21,20
26,21,18,19,19,19,21,22,22,20,20
20,20,17,18,20,24,20,20,21,21,16
22,20,22,17,18,20,21,17,24,22,17
22,22,24,16,21,23,20,19,22,17,25
21,20,22,18,20,20,23,19,22,19,20
23,20,22,16,19,22,22,19,20,20,18
25,23,22,16,21,15,21,18,20,23,21
21,19,22,16,18,16,18,18,26,21,20
25,22,20,16,15,25,24,19,19,21,20
25,19,24,15,20,20,22,20,23,20,21
24,17,19,14,21,21,21,20,22,19,19
20,20,22,16,21,20,18,17,24,20,17
19,20,20,17,20,21,19,18,21,19,19
20,21,26,16,17,22,20,17,21,19,19
22,20,18,15,18,19,20,25,25,19,16
23,20,21,16,21,22,16,20,25,19,19
24,20,26,18,21,22,22,23,21,20,19
22,23,23,15,18,24,21,20,26,18,21
24,20,22,16,20,25,20,20,23,19,19
23,18,18,19,17,21,21,19,18,24,20
25,20,20,18,19,21,23,20,21,21,17
24,21,18,19,19,22,19,17,23,19,19
25,22,22,17,20,19,20,22,22,15,15
26,21,22,16,19,18,20,23,22,21,19
23,22,21,19,22,18,19,19,20,23,20
24,23,19,16,17,20,20,22,23,18,17
21,18,20,16,21,20,21,18,22,21,19
25,22,20,17,23,19,19,19,22,21,18
27,18,19,18,20,21,21,21,22,25,21
23,21,22,17,21,21,19,17,26,18,17
20,20,21,18,20,21,20,22,24,21,19
21,19,20,16,20,20,22,20,19,20,20
20,20,14,16,23,20,18,17,23,23,17
23,19,20,16,18,20,21,19,23,18,20
25,18,17,19,19,23,21,22,20,22,21
21,23,19,16,23,21,19,18,24,20,23
20,16,20,18,21,21,21,18,23,20,18
24,21,14,16,20,23,19,19,21,22,18
22,17,17,16,23,17,20,25,19,24,17
20,21,17,14,22,22,18,21,21,20,17
18,23,22,16,19,21,22,21,25,19,21
27,18,21,17,17,19,17,18,23,19,19
23,21,21,18,22,20,19,18,21,23,21
20,20,18,16,20,21,20,22,21,22,19
21,22,19,18,22,19,19,18,24,21,15
23,20,21,17,21,22,17,18,23,18,18
22,19,22,15,19,22,21,21,25,18,18
20,18,26,15,19,22,21,24,21,20,23
25,20,19,20,16,22,22,20,25,22,22
23,20,19,17,19,20,17,20,20,15,16
19,19,21,17,21,22,21,17,24,19,19
22,18,23,18,21,24,20,18,24,20,22
17,22,24,17,22,20,23,20,22,22,23
23,22,18,14,17,21,21,15,25,20,19
23,19,21,17,18,19,21,19,20,20,20
21,22,24,16,20,22,20,20,24,19,18
22,23,23,16,19,24,19,19,22,19,16
22,16,26,15,21,17,23,18,19,19,17
19,16,16,17,19,22,21,21,25,21,20
19,17,16,15,13,19,20,17,25,19,20
24,17,23,17,17,25,21,15,23,26,17
23,17,19,15,17,22,20,19,25,17,24
21,21,21,14,16,21,22,19,22,19,22
22,18,20,16,22,20,23,21,23,20,20
24,21,20,15,18,21,20,21,20,19,20
22,21,19,19,21,20,22,20,21,23,18
24,20,17,20,16,17,19,18,24,20,18
23,18,19,18,18,21,23,17,20,18,20
23,21,23,16,23,20,22,20,23,20,20
21,18,22,16,21,20,20,19,26,20,19
23,21,25,19,21,24,20,22,23,21,19
19,17,20,18,16,21,21,20,18,20,23
22,18,23,16,16,18,22,19,21,20,18
22,22,19,16,18,19,19,17,19,24,18
21,21,21,15,22,22,18,20,24,22,16
23,25,20,17,21,22,19,19,23,18,20
22,19,20,20,21,18,17,21,22,21,16
24,17,22,15,17,23,19,19,23,22,18
19,22,18,21,18,19,21,24,21,19,22
24,20,25,18,23,23,17,17,24,22,16
19,24,20,18,20,19,20,22,21,23,18
22,19,20,17,22,22,23,20,23,23,17
22,20,23,17,20,19,17,22,25,16,22
