bids_name	cjv	cnr	efc	fber	fwhm_avg	fwhm_x	fwhm_y	fwhm_z	icvs_csf	icvs_gm	icvs_wm	inu_med	inu_range	qi_1	qi_2	rpve_csf	rpve_gm	rpve_wm	size_x	size_y	size_z	snr_csf	snr_gm	snr_total	snr_wm	snrd_csf	snrd_gm	snrd_total	snrd_wm	spacing_x	spacing_y	spacing_z	summary_bg_k	summary_bg_mad	summary_bg_mean	summary_bg_median	summary_bg_n	summary_bg_p05	summary_bg_p95	summary_bg_stdv	summary_csf_k	summary_csf_mad	summary_csf_mean	summary_csf_median	summary_csf_n	summary_csf_p05	summary_csf_p95	summary_csf_stdv	summary_gm_k	summary_gm_mad	summary_gm_mean	summary_gm_median	summary_gm_n	summary_gm_p05	summary_gm_p95	summary_gm_stdv	summary_wm_k	summary_wm_mad	summary_wm_mean	summary_wm_median	summary_wm_n	summary_wm_p05	summary_wm_p95	summary_wm_stdv	tpm_overlap_csf	tpm_overlap_gm	tpm_overlap_wm	wm2max
sub-28754_ses-1_run-1_T1w	0.7594977977030039	1.2494739831180428	0.6084252905006907	11962.024549046908	3.3581566666666665	3.30634	3.44059	3.32754	0.2640780668108312	0.37993588339419976	0.35598604979496906	0.7134338021278381	0.13045756816864007	0.0	0.0019435108428161665	6.95119505279461	6.814485190355773	6.927729511989384	176	256	256	2.1499652727165404	4.7866252258147455	4.550281132931225	6.714252900262389	19.206707660566646	29.177653981961292	29.407399288905868	39.837836224189665	1.0	1.0	1.0	19.74408398565745	0.0	5.766265825194705	0.0	4359662.0	0.0	35.0	14.25788427874269	-0.6154439685130257	148.19952705165392	414.3186551677449	418.0	429780.9799299536	109.0	721.0	194.4215188077704	-0.5912720189131009	86.9201582516736	641.899333630244	635.0	618336.9116855958	433.0	881.0	132.66120838144164	-0.023155074402867903	89.28333081542328	847.1774202258015	867.0	579359.1083498492	615.0	1034.0	129.12817920891945	0.24266118485140017	0.5452653292011997	0.5514140714497908	0.6496442814274296
sub-28760_ses-1_run-1_T1w	0.5199456237181335	1.7126281444717735	0.5973370223143883	17894.427206954733	3.3435700643523574	3.25732	3.53443	3.2389601930570717	0.26440875310414413	0.3842299430684921	0.3513613038273637	0.3964241147041321	0.03006281554698942	0.0	0.004584876524377124	6.9328526838284645	6.833885740023079	6.963540522314873	176	256	256	2.3665048158308633	4.876044497678703	5.10463475324326	8.071354946220211	32.733032149773614	44.100570511410474	47.22778487997322	64.84975197873558	1.0	1.0	0.9999999403953552	8.679049337801635	0.0	4.89688028095813	0.0	3472973.0	0.0	26.0	9.566947472727968	-0.9702543673905204	190.9743557679447	450.1210328871364	478.0	430624.5563164338	122.0	742.0	201.9854097884127	-0.4549853983008738	82.56951172545685	658.2998564605833	644.0	625769.1805391475	463.0	922.0	132.07416087766413	-0.22267550943004322	74.9740122611376	913.9104583161853	947.0	572238.2628831767	671.0	1055.0	117.3284013473577	0.25323465491134395	0.5517491791259296	0.5449638567313947	0.7743568034419992
sub-28784_ses-1_run-1_T1w	0.6450938095396879	1.7253546242695716	0.6193651971105067	4891.395366617442	3.550743333333333	3.53326	3.65099	3.46798	0.25685540149120045	0.38973142081208656	0.3534131776967129	0.5918424427509308	0.23038871735334393	0.0	0.0013235802224058084	7.873687744357445	7.791071183549592	7.925444191536191	176	256	256	2.881808141108723	6.082137810293081	5.550379641332566	7.687192972595895	24.85507935197705	30.90219635906725	33.31469448263079	44.18680773684809	1.0	1.0	1.0	41.24688960936477	0.0	4.56945176083762	0.0	5339987.0	0.0	30.0	13.759006598093912	0.09677086773821664	162.25874764182743	503.40370358641394	522.0	368747.77889951755	179.0	778.0	181.13603218492437	-0.8034571860110757	84.9585440540304	653.4955566394109	649.0	559507.781255414	486.0	837.0	106.70580645630035	-0.2804719371508284	95.02262880754255	908.7983685170562	928.0	507368.43980268796	684.0	1078.0	120.72014957670366	0.2563607597547142	0.5456012086096693	0.556369403040594	0.6565427457099104
sub-28785_ses-1_run-1_T1w	0.5247243193809792	2.139222829493085	0.6416356963235389	9144.140625	3.9985633333333332	4.00375	4.20097	3.79097	0.25998313316662414	0.3921767715470889	0.347840095286287	0.6482925117015839	0.3465509071946143	0.0	0.0013177344914537537	7.656588114578497	7.598300742984735	7.714809201202129	176	256	256	2.374660424692253	6.40431627659013	6.197544295478534	9.81365618515322	34.30226507790454	47.747008805473065	50.629755658771536	69.83999309293701	1.0	1.0	1.0	3507.0000434717895	0.0	2.5389659095593897	0.0	4875531.0	0.0	18.0	9.01469276439076	-0.683241152100202	157.53629572829644	458.7706135634776	472.0	384911.2683309384	129.0	758.0	198.7650031824863	-0.7240074097840163	81.73732538501906	661.1884402262818	657.0	580627.1226425146	498.0	836.0	102.58697507394	-0.5752665486834783	77.77886770679864	940.225158534357	961.0	514985.6093440884	747.0	1068.0	97.92467239861455	0.24048556621036643	0.5405118739184074	0.5477418932476675	0.597938711989628
sub-28786_ses-1_run-1_T1w	0.5406817148173881	1.9852741897005597	0.6241961854040751	17866.777777777777	3.753733333333333	3.88574	3.81279	3.56267	0.2569976926727042	0.39277621399570045	0.3502260933315953	0.5224699676036835	0.18146044462919236	0.0	0.0015620680083509976	8.013078695509364	7.941752973058752	8.052993152885305	176	256	256	2.2634114833417196	6.345969378291335	5.786261023499564	8.749402208865636	33.21799517086398	47.0648052528872	49.599799844760184	68.51659911052938	1.0	1.0	1.0	1144.5362524976647	0.0	2.868375072195959	0.0	4809826.0	0.0	21.0	9.13144070374403	-0.5629844939634223	168.22432830030502	453.4741447099172	463.0	363980.17822771205	118.0	761.0	204.55819341003834	-0.6613512563088584	79.789811360318	660.486169473019	656.0	556280.3108735657	496.0	838.0	103.37260885831324	-0.5269777465870438	81.87402137008105	927.58010638213	955.0	496017.511072264	710.0	1065.0	109.15020415499959	0.23932634705305994	0.5436651480752268	0.554481023718111	0.68156241038942
sub-28787_ses-1_run-1_T1w	0.47726946919386304	2.2216555847574186	0.6065619580810651	-1.0	3.622446666666667	3.63906	3.73164	3.49664	0.264200750956246	0.39225797381938554	0.34354127522436856	0.5079066157341003	0.15143349319696425	0.0	0.00428239881089034	7.103539997188187	7.047510077116598	7.155954359775689	176	256	256	2.1340489461570775	6.615687327735921	5.958533050068525	9.125862876312578	36.8725414978364	55.13731205374142	58.16714879697449	82.49159283934563	1.0	1.0	1.0	13.482551019283527	0.0	3.116894848358824	0.0	3856868.0	0.0	20.0	7.640066037122231	-0.701568874543375	146.95000681545176	427.680889778539	430.0	421640.0921322069	103.0	729.0	201.49467089799745	-0.5566156551007948	74.24604807332196	646.8075067089716	643.0	626007.6385936876	489.0	813.0	97.19314933945644	-0.5214525384053545	78.00291259952037	936.0069496710245	962.0	548260.2695584585	719.0	1067.0	105.41459319710492	0.2317130668507215	0.5303804806010731	0.5413217132758273	0.6743281738817513
sub-28788_ses-1_run-1_T1w	0.5220451142238571	2.110532073514311	0.637164887866677	10079.538978637474	3.9767833333333336	3.89363	4.17099	3.86573	0.2687477461348483	0.38830502972729486	0.34294722413785683	0.5687139928340912	0.27179006338119505	0.0	0.00232302442128223	6.409624019062556	6.348315407806042	6.476907135303856	176	256	256	2.3943868433350293	5.588547889004091	5.7917995002037985	9.392463768272275	28.322078001652518	40.05460920055534	42.93517689634331	60.428843486822075	1.0	1.0	1.0	3484.1237870099844	0.0	3.3294392157974317	0.0	4092412.0	0.0	20.0	10.386110919644976	-0.5128767797988769	145.2760593302442	440.193446483403	449.0	473094.9324647182	130.0	726.0	187.52171426049858	-0.7190820282028114	87.62868568086456	638.5051693855012	635.0	683559.7487108527	456.0	831.0	113.62513986307538	-0.5978843667793958	80.99188621344129	933.3449367285757	958.0	603713.3191846462	731.0	1061.0	101.99658260198409	0.23068651713116484	0.5414065233783122	0.5442236544908166	0.7866411831253348
sub-28789_ses-1_run-1_T1w	0.6748446749687321	1.3144198941924121	0.656638413849979	13807.718789062501	3.1663300000000003	3.20806	3.26119	3.02974	0.2655688163729541	0.38418313560621964	0.3502480480208264	0.6853421926498413	0.21773775815963736	0.0	0.003988438906434133	6.273222607243097	6.13787154199564	6.253892271443664	176	256	256	2.061418792060232	4.6730935440563846	4.261734882666634	6.050692311883285	20.608143505171697	30.28626697372196	31.281364245778533	42.949682258441946	1.0	1.0	1.0	137.9055935877107	0.0	5.597673936510812	0.0	3256145.0	0.0	34.0	13.606193062933245	-0.5291546076744891	188.72322677926545	418.2727226742355	428.0	477423.4183663187	93.0	733.0	207.62377514400364	-0.16093578133530162	82.00006077524141	639.3964189160888	629.0	690661.006005417	431.0	900.0	134.600246861947	0.9421052055156269	95.48408874153513	854.3000180893417	892.0	629654.5755861682	590.0	1044.0	147.42102980893532	0.232557838321421	0.5364052435166078	0.527832972859573	0.5482144933193184
sub-28790_ses-1_run-1_T1w	0.5161359983287461	2.2030590033401922	0.6212445692380488	17087.503518483765	3.72322	3.71748	3.87919	3.57299	0.2574681324242338	0.3959497187779645	0.34658214879780164	0.5632414519786835	0.2577954664826393	0.0	0.0013702980727936756	8.227212714744194	8.171952819297145	8.285392969987186	176	256	256	2.409850205440397	6.961161716060646	6.055310329533356	8.794919067099025	44.893975485032065	61.41877922739493	65.9400164748237	91.50729471204407	1.0	1.0	1.0	25.251527356231268	0.0	2.294907294466224	0.0	4398389.0	0.0	16.0	6.858695508101316	-0.5730505747081831	161.18630148690718	457.0272005662054	470.0	355242.6856125853	132.0	751.0	195.03259473094124	-0.6947706748857683	76.8760978122043	646.0996369358149	643.0	546313.2083253996	498.0	803.0	92.3695552174804	-0.6618244961352815	85.70674166135072	931.8417128941138	958.0	478198.106169675	716.0	1071.0	108.92641433237907	0.2462118083446843	0.5324241299419878	0.5437610127420649	0.7270908971457576
sub-28791_ses-1_run-1_T1w	0.6197282732770356	1.6156239584545378	0.6275604554503081	9060.08257140164	3.9362100000000004	3.99233	4.0186	3.7977	0.2662206314709406	0.3817585219897436	0.35202084653931576	0.6654910445213318	0.36156921386718743	0.0	0.0032124919898202085	6.7059029930731775	6.6064868179664815	6.7395066510009585	176	256	256	2.4581391069561644	4.792178221964526	5.115238294352442	8.095397554136637	24.241852841184755	32.88504509890675	34.87962792761183	47.51198584274396	1.0	1.0	1.0	2713.0161319299614	0.0	3.7230701881709507	0.0	4305925.0	0.0	22.0	12.809856393172602	-0.44052985756108143	159.93438479772567	457.1455519399149	474.0	447609.79252078454	128.0	750.0	192.82857881367423	-0.6918894909669948	91.5681848284072	652.8966076924554	643.0	641869.3092143867	446.0	903.0	134.17687517795017	-0.3866444305377694	85.67410132882499	905.9209140562758	929.0	591869.8983315027	684.0	1060.0	114.75646612612762	0.22733567128401536	0.5423072412955063	0.5352872692625515	0.6198288775691904
sub-28792_ses-1_run-1_T1w	0.4896254544663781	2.283739312730816	0.6277670817488443	15157.462353648943	3.8911633333333335	3.90095	4.10609	3.66645	0.26386474751828415	0.39490624231323107	0.34122901016848467	0.5936821699142456	0.2998181164264679	0.0	0.0018378872636754572	7.337835971049689	7.287673902861705	7.408564064816238	176	256	256	2.4553927110824496	6.710597283726348	6.07902142855979	9.071074290870571	45.401374947250865	61.17642895434651	66.33859093634325	92.43796890743238	1.0	1.0	1.0	20.532438266474678	0.0	2.46803560247191	0.0	4181058.0	0.0	17.0	6.810903439802631	-0.5217565582539394	161.04007462567725	456.39574400434395	472.0	407063.3544537254	131.0	743.0	192.2297065177945	-0.6665155106499667	77.23282957050804	639.5740215627831	636.0	609220.6753749872	487.0	800.0	94.7753904952369	-0.5229797673760883	81.89544313106482	935.2849474473146	961.0	526412.9703665046	724.0	1069.0	105.94104473218646	0.23447479923860445	0.5285797701972744	0.5360008836391649	0.7055876421862314
sub-28793_ses-1_run-1_T1w	0.5326434024741394	2.0953785120425295	0.6279233926981244	19210.627957613586	3.6137	3.55934	3.77784	3.50392	0.2612201488005372	0.3968086698618051	0.3419711813376577	0.5014985799789429	0.1530381441116333	0.0	0.001699740308467194	8.002413602926708	7.941242286070863	8.048643799019672	176	256	256	2.29022887592384	7.201413386469528	5.68477278023299	7.562676078305601	35.914124658275036	51.24732399868013	54.85513560818722	77.40395816760646	1.0	1.0	1.0	13.75773011025835	0.0	3.0775979393525317	0.0	4010390.0	0.0	21.0	7.989885481836	-0.46290405942443735	140.1002999943399	433.32141336928856	438.0	370651.53838900354	117.0	722.0	191.24700319371652	-0.6397704204920158	71.82006392381476	626.3316906638967	625.0	563041.3450329901	483.0	772.0	86.78844157907034	-0.7664733858920552	98.09318146543572	910.4187679096542	944.0	485231.1164721573	663.0	1065.0	124.82341138147201	0.22942794166448152	0.5336126393998593	0.5416486146903429	0.7223250067077615
sub-28794_ses-1_run-1_T1w	0.9157913895712786	1.0018344908019965	0.6776009588761689	2128.7238321995465	3.704546666666667	3.59849	3.77854	3.73661	0.2603143054730475	0.374971704862837	0.36471398966411533	0.6462789177894592	0.2837725579738617	0.0	0.0010023644394588206	8.663773600167742	8.5111091614718	8.6274183929756	176	256	256	2.648337222814073	5.017738586335326	4.808952401167688	6.760781394353668	12.413059807013374	17.26319575809807	17.244927826078918	22.05852791312531	1.0	1.0	1.0	27.627577437420502	0.0	7.631976338830632	0.0	4407559.0	0.0	53.0	23.908431427384343	0.17085828478391063	109.4650342755417	445.849904808998	453.0	340720.96912890836	150.0	720.0	171.0504732291341	-0.6072212702017787	80.73498353453061	633.179559158237	630.0	490794.09003134066	432.0	845.0	125.55443998185044	0.7324170560046657	79.52850964044312	801.1017554052869	805.0	477367.940987378	600.0	992.0	119.06895222299829	0.2538935930223578	0.5424083510642109	0.5575571388482087	0.6290598310502239
sub-28795_ses-1_run-1_T1w	0.4657358337552812	2.2310799523937788	0.5963111867248971	19956.15965827527	3.7728900000000003	3.70417	4.02288	3.59162	0.2679013726846034	0.3900570772088217	0.34204155010657494	0.4240570217370987	0.10765302181243896	0.0	0.0018813543800807598	6.968548788739704	6.910574323663188	7.043257760791944	176	256	256	2.4361670568224567	5.65335165371768	5.580657945891882	8.652455127135507	39.71152741275329	52.77679184292321	58.36391150056166	82.60341524600847	1.0	1.0	1.0	11.718806415876521	0.0	3.229247611791989	0.0	4175411.0	0.0	21.0	7.621792374140639	-0.49296557569886135	176.83930793687207	440.5024471990361	462.0	434167.930003179	119.0	720.0	189.64194867247505	-0.5208051338743114	80.06664541290814	621.1029022503786	614.0	632136.6408010833	452.0	811.0	108.60805270118739	-0.5797405620557359	81.54368890017443	930.6108614453984	961.0	554321.4291764058	703.0	1063.0	111.06664167031265	0.22493496618678732	0.5199260298114168	0.5116025221856921	0.8554890562376101
sub-28796_ses-1_run-1_T1w	0.550083174448317	1.8587171032805274	0.6528016791218675	12698.196462898884	3.722293333333333	3.6854	3.95613	3.52535	0.2607487588072283	0.39027298804044375	0.34897825315232806	0.6788751482963562	0.3684954464435577	0.0	0.002658120892402233	7.026584310056006	6.945483366564543	7.062948445675117	176	256	256	2.3976781235815383	6.204444960395383	5.380623115447104	7.539746262364392	23.961337059572553	33.44169215705561	35.54264997169929	49.22492069846971	1.0	1.0	1.0	4188.866154439187	0.0	2.5850375485282875	0.0	4002820.0	0.0	17.0	12.577042059495822	-0.47892270149486427	149.14231413671408	451.5445951524204	460.0	419857.39067639614	134.0	737.0	191.85204538943523	-0.5500762390398726	75.4559245208796	645.5425464810291	642.0	628417.1750603887	477.0	823.0	103.47412110038492	-0.5765026975675513	91.21927733696045	912.4561771514269	945.0	561924.4342392687	664.0	1070.0	125.33567128861063	0.24199849797291703	0.539125256889491	0.5444143970865593	0.6259374432724365
sub-28797_ses-1_run-1_T1w	0.5842937455663381	1.762248381552306	0.6819731381524377	16763.73945881839	3.4334933333333333	3.40938	3.58409	3.30701	0.2723495267397753	0.38329747763126737	0.3443529956289573	0.553315281867981	0.1459616303443908	0.0	0.002165692198846655	8.773265495384537	8.680342937799521	8.776892403315408	176	256	256	1.9339097088378099	5.793708002948532	5.217337738481011	7.924395503656692	31.795667918333606	55.07313302565476	55.43860047299193	79.44700047498742	1.0	1.0	1.0	24.870965595966958	0.0	2.438486730558976	0.0	3998812.0	0.0	19.0	7.767926858287065	-0.8090696003708322	145.40932221343908	385.27073590545126	377.0	353726.7483342194	84.0	699.0	194.94160734575604	-0.620967117701468	82.04141827869546	655.4035843372641	653.0	497825.6141299005	470.0	851.0	112.7083629025134	-0.5586552627039718	86.81947418997625	910.1130237202808	942.0	447244.6377311419	678.0	1059.0	118.87328774160885	0.22059956394943842	0.552978299734049	0.5715926516188935	0.7110176899489686
